Position,Move,Depth,Score
rnknrqbb/ppppp2p/6p1/5p2/3P4/6P1/PPP1PP1P/RNKNRQBB w KQkq - 0 3,f2f4,19,+20
8/7r/3K4/1kP5/p7/4r3/2R3R1/8 b - - 9 61,e3d3,19,-47
nrknbrq1/ppppp2p/6p1/5P2/8/2b5/PPPP1PPP/NRK1BRQB w KQkq - 0 4,b2c3,16,+1
qr4k1/p3brpp/3pQ1p1/1pp1p3/7P/1P6/PBPP1P2/1K1R4 b - - 0 22,a8f3,1,-10879
5k2/3q2p1/1p6/p7/2P2Q1p/7P/PP3PPK/8 b - - 4 34,f8g8,1,+1913
3r4/pp5k/1n4p1/2p2pP1/2N1p2p/BP2P1bP/P1KR4/8 b - - 2 27,d8d2,2,-1704
qr1krb2/ppp2ppp/3pbnn1/4p3/2B1P3/1P3NN1/P1PP1PPP/QRB2RK1 b kq - 0 6,b7b5,16,+106
r2krq1b/p1p2pp1/1p2pn1p/3pP1B1/1n1P4/5N2/PPP1QPPP/RN1KR2B w KQkq - 0 9,g5d2,1,+3220
1rk1nrqb/pnpppppp/1p6/8/4PPP1/3N4/PPPP3P/BRKN1R1Q b KQkq - 0 5,g7g6,19,+100
b1rnkb2/p2p1pp1/4p3/1pp5/7r/1P3PqN/P1PPP1B1/BQR2RK1 b q - 0 11,h4h3,1,-5068
6k1/5pp1/3Np3/p2nP2p/1p3P2/PP4P1/2r4P/1R5K w - - 0 33,a3b4,19,-46
brkbrn2/Qpp3pp/4qpn1/4p3/8/1P2NPN1/P1PPB1PP/BRK1R3 b KQkq - 3 8,e6d7,13,+304
r2k3r/1pq3pp/2pbnn2/p2p4/B3pP2/2P1P3/PPQN2PP/2KRB2R w kq - 0 14,e1h4,19,-29
2kr1qrn/pp3p1p/2b2p2/2pppP1B/3nP3/2NPB3/PPPR1QPP/2K3R1 w - - 2 14,e4d5,10,+632
8/1p6/p2k2p1/2pp3p/6N1/1PP5/P2K4/8 w - - 0 36,g4f2,16,-128
k2r1r2/p1q2p1p/1p1N2p1/2npQ3/P3p3/1P4PP/2PP1P2/2KR1R2 w - - 5 21,d6c4,13,-290
qb1rknr1/pb1p1ppp/1p2p1n1/2p5/1P6/P3N1N1/B1PPPPPP/Q1BRK1R1 w KQkq - 0 6,c2c4,19,-5
rk1r1b2/pp4qp/3p4/2p2b2/3p1N2/7P/PPP2PBQ/RK1R4 w KQkq - 0 16,a2a4,16,-165
qn1r1rk1/p4ppp/1nb2b2/1p6/1Ppp4/P3P1N1/B1PBNPPP/Q2RR1K1 b - - 1 15,c6g2,13,-374
8/4k3/6pp/3K2p1/2P1P1P1/8/8/8 b - - 0 47,h6h5,19,+2
1k1q4/N5bp/2Qp1pb1/8/8/8/PPPP3P/2K1R3 b - - 0 21,b8a7,2,+2204
b1nrkbqr/p1pp2pp/1pn2p2/4p3/6PP/1P5R/P1PPPP2/BNNRKBQ1 w Qkq - 2 5,e2e3,19,-47
1k1rrb1q/pn1p2pp/1p3p2/3N4/Q2RP2P/5P2/PPP3P1/2K1RB2 b - - 0 15,g7g6,13,+327
1b2r1k1/pp4pp/1n1n4/3q1p2/5P2/1P1PBQ2/1PB3PP/5RK1 w - - 3 19,e3b6,2,-1600
r2q1r1k/2p3pp/1nP1ppb1/p7/P3PN2/6N1/3P1KPP/RQ5R b - - 0 16,d8d4,13,-292
qnr3k1/pb2p2p/1p1p1r2/4nP2/2P3P1/2NB4/P2B3P/1QKR2R1 b - - 0 18,b8d7,19,+33
nr1bkr1n/pp2pbpp/4q3/2pp4/4p1P1/1NP3N1/PPQPBP1P/1R2KRB1 b KQkq - 4 7,e6c6,19,-41
rknbnqbr/pppp1ppp/8/4p3/8/1N3P2/PPPPP1PP/RK1BNQBR b KQkq - 1 2,a7a5,19,-52
8/8/6p1/3k1p2/5P2/3K3p/6r1/3R4 w - - 3 49,d3e3,10,-479
bnrnqkrb/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/BNRNQKRB w KQkq - 0 2,e4d5,19,+65
rb4q1/pp1R1k1p/2p1n3/4p3/1PP5/4nP2/PQ2P1PP/5RK1 b - - 1 18,f7e8,1,-5252
bbnqrk1r/p3pppp/1p6/2p5/3p2nP/1P1P1PP1/P1P1P1K1/BBNQR1NR w kq - 3 7,e2e4,10,-513
2r5/1k1q4/1r6/1pbpP1p1/p2N1p1p/P1P2P2/KP2Q1PP/3RR3 b - - 1 40,c8e8,13,+254
nbbqrnkr/ppp1pppp/8/3p4/4P3/1N6/PPPP1PPP/1BBQRNKR b KQkq - 0 2,d5e4,19,+3
bbqnrnkr/pp1ppppp/2p5/8/2P5/6N1/PP1PPPPP/BBQNR1KR b KQkq - 1 2,h7h5,19,+34
q3k3/p3n3/1p1rnQ2/4p3/2P1R2P/5PP1/PP3B2/6K1 b - - 0 27,e7c6,16,+141
2k1r3/ppp1q2p/2n3pP/4p3/PP2Pp2/5N2/2PQ1PP1/1K1R4 w - - 0 34,c2c3,19,+4
2r4k/5rpp/8/1p2PP2/pP3Q2/2P2R2/4q2P/K5R1 w - - 0 39,e5e6,13,+421
1k1r1r1b/pqppN2p/1p1n2p1/6P1/1n3P2/4P3/PPPP4/Q1BR1KR1 w KQ - 0 13,g1g2,1,-8511
bbr1kr1q/3p1pp1/p1n1p3/2p4p/2P1B3/5N2/P2PPPPP/B1R1KR1Q w KQkq - 0 10,h2h4,19,-4
qr1n1krb/3b1p1p/2pnp1p1/p2p4/1p2P3/3P2P1/PPPNNPBP/Q2RBKR1 w Kkq - 0 10,a2a3,19,+11
1k3r2/pp5p/4P1pq/2Q5/3N4/2Pb4/PP1R4/2K5 w - - 3 30,d4c6,13,+215
1k1r4/p5pp/5p2/5N2/2p5/3n4/P5PP/R2R2K1 w - - 0 35,a1c1,1,+4587
2kr2q1/1pb4p/2p1b1p1/p7/P1P1P2P/1Q6/1P2P1P1/2K2R2 w - - 0 23,f1d1,1,-10055
rqbnknrb/pppppp2/6p1/7P/8/8/PPPPPP1P/RQBNKNRB w KQkq - 0 3,h1e4,16,+165
2q5/p3k3/3n1p2/1p2pPp1/1PppP1Pp/3P1B1P/1P1K4/2Q5 w - - 0 27,c1a1,13,-327
b1krnnqr/p1pp3p/1p3pp1/8/2P5/1P1NN3/PKB1PPPP/1R4QR b - - 1 10,f6f5,19,-83
1nqr1rk1/pp3pbp/2b3p1/3Bp3/2n5/1NB3P1/PPP2P1P/1NQR1RK1 w - - 1 12,d5c4,10,+456
b1r2rk1/p2nqppp/1p6/2pP4/Pb2P1n1/1PN5/1BB1NQPP/2R1R1K1 w - - 1 17,f2g3,19,+59
2kb2Q1/p2ppp2/1rp2q2/8/5N2/1PP1P3/P3BPP1/R1K1BR2 b K - 2 16,c8c7,1,+9132
5rk1/ppR2bpp/1n3b2/3q4/4RP2/4K1P1/PP5P/8 w - - 6 23,c7c2,1,-11516
1rnk1b1r/pppp1qpp/1n2p3/5p1b/5P2/3P2B1/PPPNP1PP/1RNK1BQR w KQkq - 2 6,h2h3,19,+14
r1bbkrqn/p2ppppp/1pn5/2p5/4P3/2P2PN1/PP1P2PP/RNBBKRQ1 b KQkq - 0 4,c8a6,19,+9
rbknr3/pp1q2pp/2p2pn1/4PB2/8/6N1/1P4PP/2KRRbB1 w kq - 0 14,f5d7,10,+440
1r3rk1/1bp1npq1/3ppnp1/p1P4p/1p1P1N1P/1P1NQP2/P1B1P1P1/1R3K1R b KQ - 1 14,e7f5,13,-267
8/8/5B2/3kR3/5p2/5P2/r2NK2P/8 b - - 0 30,d5d6,1,+11303
8/kpp4R/p7/5r1p/P1P4P/1PK5/8/8 b - - 0 38,c7c6,16,+1
r1qkbb1r/pppp1pp1/2n2n1p/4p3/2B1P3/3P1N2/PPP2PPP/RNQKB2R w KQkq - 1 5,h2h3,19,+51
8/5b2/p1k5/P6p/1P1K1N1P/8/8/8 b - - 10 52,c6b5,19,+47
2k2r2/pq1pp2r/1p2np2/2p3p1/2P1P1Q1/1PPN2PP/P4P2/4RKR1 w Q - 1 18,f1e2,19,+83
rb1qk1rn/pppbpp2/6p1/8/Q1p5/5N2/PP1PPPPP/R1B1KR1N w KQq - 2 6,a4c4,19,+46
rk2qbnr/pbpp1ppp/1p6/P7/4nP2/3B4/1PP2NPP/RKB1Q1NR b KQkq - 1 9,f8b4,19,-81
1b6/pk6/8/B6p/6p1/5pP1/PP1K1P1P/8 b - - 2 32,b8d6,19,+24
8/p3R3/kp6/8/PPP3r1/K7/8/8 b - - 2 48,g4g3,17,+58
3k1r2/1bn1pP2/1pq2p2/p2p1Ppp/2pP4/2P3P1/PPBBN1P1/2KR1R2 w - - 1 24,f1h1,16,-193
qrnkbnrb/ppp2ppp/4p3/3p4/4P3/6P1/PPPP1PBP/QRNKBNR1 b KQkq - 0 3,d5e4,19,-48
2br1rk1/pp1n1ppp/2pq1n2/4p3/2Pp4/1P1P1NP1/PQN1PPBP/3R1RK1 b - - 1 12,b7b6,19,-41
3r3k/1p1q1p1p/2p3p1/4b3/4P3/2P2RNP/P1Q3P1/6K1 b - - 0 26,h8g7,13,-344
3rbrqb/Nk5p/1np3p1/3ppp2/2P5/3P2P1/P3PPQP/1RK1BR1B w KQ - 1 14,e1a5,10,+418
b1r1r1k1/2p3qp/p7/1p1P4/1Pn1N3/2BQ1PP1/6P1/5RK1 w - - 0 23,c3g7,1,+7580
r4rk1/p2n1ppp/1p1q4/1P1b4/Q1p1p3/4P2P/P1P1NPP1/R3NRK1 w - - 2 18,a1d1,19,-14
8/p4p2/1p1kr3/2p2pRp/2P4P/1P1K4/P7/8 b - - 1 33,f5f4,13,-374
nbr1krbq/pp1pp1pp/4n3/2p2p2/2P5/5PP1/PP1PP2P/NBRNKRBQ w KQkq - 0 4,f3f4,19,+98
r3k1br/ppq3pp/3bn3/3B4/8/3N2P1/PPP4P/R2QK1BR b KQkq - 0 13,c7a5,10,-625
brnbqk1r/pppp1ppp/5n2/4p3/4P3/1P3P2/P1PP2PP/BRNBQKNR b KQkq - 0 3,h7h5,19,+4
br1k1br1/ppq1p1pp/3n1pn1/2pp4/5PB1/1P2P1NP/P1PP2P1/BRQKN1R1 b KQkq - 4 7,b7b5,16,+194
n4rk1/1pq3pp/2p2p2/2b1pN2/2P1Pn2/2P2P2/4B1PP/1RQ2R1K w - - 5 20,c1c2,16,+149
r1k2r2/1pp1qpb1/p5p1/3B3p/5Pb1/1N2P3/PPPNQ3/2KRB3 w kq - 1 17,d5b7,16,+611
r1q2bk1/6pp/2n1np2/1p2p3/1P2P3/p1PQpP1N/P5PP/B1R3K1 w - - 2 26,d3e3,1,-4958
rbnnkqbr/pp1pp1pp/2p2p2/8/3P4/5P2/PPP1P1PP/RBNNKQBR w KQkq - 0 3,e2e4,19,+3
rb1knrnq/pp2p2p/2p2p2/3p1p2/3P4/2PN1N1P/PP2PPP1/R1BK1R1Q w KQkq - 0 7,d3c5,16,+181
r3q2r/pkp5/Npb2pp1/4pQ1p/2P2n2/2N5/PP1P1PPP/2KR1BBR b - - 0 17,g6f5,1,-1898
r5k1/6p1/2b4p/1pBpP3/2p1pP2/6PP/PR2P2K/4R3 b - - 0 28,c4c3,1,+9006
1r1kr3/p1pq1p1p/1p1pnnp1/3Pp3/2P5/1PQ3P1/P1KPNP1P/R3R2B b kq - 0 11,e6c5,19,+32
8/pp1k3r/2P5/1P2K3/3N4/5b2/8/8 b - - 0 50,f3c6,1,-8706
8/8/pk1p2pp/2pP1p2/1pK2P1P/1R1P4/4rBB1/8 w - - 4 33,b3b4,10,+458
bbrnnkrq/pp1ppppp/8/2p5/8/4PN2/PPPP1PPP/BBRN1KRQ b KQkq - 1 2,g7g5,13,-232
2krr3/p1p4p/1p1p2p1/3n2q1/1P1Q4/8/P1PPN2P/1R1K1R2 w Q - 1 19,c2c3,16,-170
5k2/p2N1b2/7p/2p5/1p1nP2P/1PpB4/P7/2K5 b - - 1 40,f8e7,13,-208
4rrk1/p1pq2bp/1p1p2p1/3N1n2/1PPP1P2/3Q4/P4PKP/B2R1R2 b - - 6 17,c7c6,10,-416
rb1nbrk1/p5pp/1p2p1n1/3P4/1P6/4N1N1/P4PPP/RBq1BKR1 w KQ - 0 11,b1d3,1,-12291
qbrnnkbr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/QBRNNKBR w KQkq - 0 2,f2f3,15,+10
1k6/p1p3p1/3b3p/4p3/2N1P3/1P4Pr/PKR5/8 w - - 2 30,c2g2,16,-163
6k1/2nb2q1/2pNp3/1p2P1NQ/1RpP4/6p1/4BK1P/r3r3 w - - 0 30,h2g3,3,-1580
4r1k1/pp3ppp/2pn3r/2QpN3/3P4/1P2P1P1/P4PK1/8 b - - 3 27,a7a6,19,-45
1rkqnbbr/pppn3p/6p1/5p2/4p1P1/5P1B/PPP4P/NRK1N1BR b KQkq - 0 8,d8g5,1,-11777
b1r2rk1/p1p2qbp/1p1pn3/4n1p1/4PP2/1P1P4/P1PN1RBP/BK1R1NQ1 b - - 0 14,e5g4,19,+2
1k5b/p1p4p/Q1Bn2p1/8/2P5/1P4P1/P1K4P/q1B5 b - - 2 25,a1c3,13,-260
7r/pk1r3b/3p2q1/B1pP4/2P2Q2/1P1P4/P1K3PP/5R2 b - - 6 24,g6d3,1,-1888
6k1/p4np1/1q3pQ1/1p6/2p2P2/4r1P1/P6P/4RRK1 w - - 0 28,g1g2,17,0
rbnkbr2/ppppp1pp/5qn1/5p2/2PP4/1N1BP3/PP3PPP/R2KBRQN b KQkq - 0 5,f5f4,19,+32
1r4k1/p5b1/3pR3/8/1pP1PQ2/1P3P1p/Pq1NK3/8 w - - 1 36,f4g3,10,+681
1k1r4/pbq3p1/1pn2n1p/2p4P/B1P5/4PN1Q/P4PP1/BR4K1 w - - 0 22,h3f5,13,+304
2kr2r1/p4ppR/1bb1p3/n1q5/6P1/1BN2P2/PPKPP2Q/R3B3 b - - 11 18,c8b7,13,+222
1b1r3n/p5kp/1pq2pP1/4p3/PPB5/4N1P1/3PKP2/Q4R2 b - - 0 18,h7g6,19,+47
bnrbkq1r/p1p3pp/1p1p1pn1/4p3/2PP4/1PN1P3/P3BPPP/B1R1KQNR w KQkq - 3 7,h2h4,16,+150
rkbnqnrb/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RKBNQNRB w KQkq - 0 2,c1b2,19,+34
r1bkqrnb/ppp1np1p/3p2p1/3Pp3/4P3/4B3/PPPNNPPP/R2KQR1B b KQkq - 2 6,f7f5,19,+8
nrkrq1b1/pp1n2bp/2p1p1p1/2N1Pp2/3P4/4N1P1/PPP4P/1RKRQ1BB b KQkq - 2 9,d7c5,16,+207
n6r/p1q1k1r1/4npB1/8/2pP1P2/2P1P1RP/P6K/1Q4R1 w - - 0 25,b1e4,13,+339
8/p4n2/p1k1n1bb/3NPp2/3P1P2/2KNB1p1/2P4r/R6B w - - 0 30,a1a6,1,+2849
2r2rk1/1b1nq1pp/p3pp2/3p4/3NnPN1/b1P2Q2/2B3PP/B3R1KR b K - 1 19,a3c5,1,-2743
2qb1rk1/2n1pp1p/1p3n2/p2p4/1B1P2p1/1N1QP3/PP2BPPP/2R3K1 w - - 0 15,b4e1,16,+143
4rrk1/2p3p1/B6p/1pP1p3/1P6/n4P2/5KPP/3R4 b - - 0 25,e5e4,1,-8400
n1bqrrk1/ppb2pp1/2p2n1p/3p4/8/1NP2N2/PP2PPPP/1BBQRRK1 w - - 2 9,b3d2,19,-26
1r2k1rb/2p1pp2/q3b1pB/pp1n4/P2p3P/Q2P1PP1/1PPNP3/2KR2RB w - - 0 13,d2e4,19,-28
1bbrq1kr/p4ppp/1n4n1/3pp3/8/1NP3N1/PP2PPPP/1BBRQRK1 b kq - 2 7,e5e4,19,+101
qbrknnbr/p3p1pp/1p3p2/2pP4/P7/Q2N4/1P1PPPPP/1BRK1NBR b KQkq - 0 5,b8d6,19,-50
2krr1bb/ppqp3p/2p1n1p1/8/3P1P2/2PN1R2/PP1B2PP/R1KN3B b Q - 0 12,e6d4,1,-4428
2k2r2/p1q1p2p/8/8/QpP1b2N/1P4r1/5K1P/2R2R2 w - - 2 23,f2e2,10,-580
3r2k1/p1b2qpp/3np3/3b1p2/p7/1PQ1PPN1/B2B2PP/R5K1 b - - 1 23,e6e5,13,-427
1k3rnq/ppb1r3/2p5/4p1p1/2p5/2B1P1Pp/PPB2P1P/R4RKQ b - - 2 21,h8f6,19,-87
2b5/4rp2/pp1k1N1p/2pP1p2/2P2P2/1P1B2PP/P4K2/8 w - - 0 28,f6g8,16,+136
1r4r1/2p1kp2/3n3p/p2P4/4N2N/b5P1/2K4P/1R3R1B b - - 1 25,a5a4,10,+725
nb3q1k/pp4p1/2p3n1/8/2QPp1b1/P1P3P1/BP4P1/N1B3K1 b - - 0 17,b8g3,1,-2423
2r2r2/pq5p/5npk/8/3QP2P/1N2P3/PP2Kbp1/3R2N1 b - - 1 24,f6e4,1,-11620
r2qkrbb/pppppppp/1nn5/8/3P4/2N3P1/PPP1PP1P/R1NQKRBB b KQkq - 0 3,f7f5,19,+4
1rkqr2b/p2ppbpp/1pp1np2/4PN2/P4PQ1/6P1/1PPP3P/2KRR1BB b kq - 0 11,f6e5,13,+231
rq1r4/5k1p/1p1nbpp1/p2Np3/4P3/2B2P2/PP4PP/R2QK2R b KQ - 1 19,b8b7,16,-127
r4rk1/1pq2bpp/2npppn1/pQ6/P4P2/R2NB1P1/1P1PP1BP/1KR5 b - - 0 15,g6e7,19,+5
2r2r1k/3p1b2/2q1p2p/p2pPp2/1p1B1Pp1/1P1P2R1/P4QPP/5RK1 w - - 2 34,h2h3,19,-15
1k1r4/1pn2pb1/p4np1/2B1pP1p/4P3/1NP3P1/PP4BP/1K3R2 w - - 0 25,f5g6,8,+1616
1rk2nr1/p1p2ppp/1p2pq2/8/b4P2/1P1P2P1/P1P1B2P/QRK2NR1 b KQkq - 0 15,f6a1,18,+54
nbnrqkbr/ppp3pp/4pp2/2Np4/3P4/2P5/PP2PPPP/1BNRQKBR b KQkq - 1 4,c8d6,16,+108
1rk1r1b1/ppppq1bp/1nn3p1/4P3/2PP2p1/1P6/PNN4P/1RK1RQBB w KQkq - 1 11,b2d3,16,+167
6k1/pp3p2/2p2Pq1/8/3p1QP1/2b3NK/P7/4r3 b - - 2 34,d4d3,1,-7850
qbrkr1b1/pp1ppppp/2p1n1n1/8/4P3/4BP2/PPPP2PP/QBRKRN1N w KQkq - 3 4,g2g3,19,+20
rk3b1n/1bq4p/1P3p2/P2ppPp1/3Pn3/6N1/4B1PP/RKR5 w Q - 0 29,c1c7,10,+1152
2krrbbq/ppp3pp/1nn2p2/1B2pP2/3pP3/1NN3P1/PPPP3P/2RKR1BQ w KQ - 0 8,c3a4,16,-135
bn1brqkr/p1pp1ppp/8/1pP1pn2/1P6/3P4/P3PPPP/BNNBRQKR b KQkq - 0 5,b8c6,19,-70
rn3Q2/ppk3p1/2p2pb1/3pp3/1P6/8/P1PBPP1P/qN1K1B1N w - - 0 13,d1c1,13,+264
1r3k1r/p2npp1p/1pp3p1/8/8/1P2P1P1/P1P1K2P/1R6 w q - 0 18,b1d1,1,-10935
1krr4/pP2Rbpp/5p2/8/1P6/8/P4B2/1K6 w - - 1 36,f2g3,10,+1571
1rk1r1nb/nppb2pp/p2p4/3Pp1B1/1PP3P1/N6P/P3P3/R2K1RNB b Q - 0 12,e5e4,19,+84
4rrk1/pn3p2/1p3p1p/2p5/2P3P1/1B2RP2/P4P1P/4R1K1 b - - 1 21,e8a8,19,+8
8/6p1/5b1p/p2k4/8/1P2KPPP/8/8 b - - 0 33,d5c5,1,-10844
1qn1rrk1/pppbppbp/1n4p1/3pN3/3P1B2/1N2P3/PPP2PPP/2QR1BKR b KQ - 6 8,d7f5,19,+10
2r3k1/5p1p/6p1/8/8/1P5q/1Q3P2/4R1K1 w - - 0 34,b3b4,16,-169
8/8/5pB1/P1p5/2Pbp2P/5PP1/kp1K4/8 w - - 0 47,g6e4,7,+1614
3kn3/6R1/1pK5/2p3p1/3p4/P5P1/2P5/8 b - - 9 48,e8g7,2,-1928
5rk1/p5pp/1p2p1p1/8/P1P5/1P2Q3/1q1r1PP1/2R2RK1 w - - 1 18,e3e6,7,0
nb2rrk1/ppp3pp/8/4pP2/6N1/1NP2q1P/PP5Q/1BB1R1K1 b - - 1 16,a7a5,10,+665
2kr3r/p1qppppp/1pp1nn1b/8/2PP4/1P1BP1NP/P1Q1NP2/B1R1K3 b Q - 8 11,c8b8,16,-177
5qk1/1Q4b1/5p1p/4pP2/P2p2PK/2n4P/8/8 b - - 4 44,e5e4,1,-8152
4k3/4r3/1P5p/3pP3/8/6n1/PR6/6K1 b - - 0 40,e7b7,19,-9
r1kr1q2/pppp1b1p/6p1/5p2/2n5/2N1P1P1/PPPR1PBP/R1K2Q2 w Qkq - 4 12,d2d4,19,+20
2r4k/p2q2p1/4R3/2p5/3p1r1p/P4P1P/Q5P1/3R2K1 w - - 4 38,a2e2,19,-35
1q2brkr/4pppp/1bnpn3/ppp5/8/2P1PPPP/PPBPNB2/NQ3RKR w KQkq - 1 10,d2d4,19,-33
6k1/p4p1p/4p1p1/3p4/r2P1PP1/N1P2P1P/P2KR3/b7 w - - 2 24,a3c2,16,+164
nrknbbrq/ppppppp1/8/7p/8/6P1/PPPPPPBP/NRKNB1RQ b KQkq - 1 2,g7g5,19,-8
r1kb4/1pp2qpp/p2p1nn1/1b2p3/4P3/1PB2PN1/P1P1NQPP/RKR5 w KQ - 6 12,a2a4,13,+224
brnb1kqr/ppp2ppp/3p1n2/4p3/4P3/5N2/PPPPNPPP/BR1B1KQR w KQkq - 2 4,d2d3,19,+13
2k5/prp2q1p/2Qb1p2/p3p1p1/5n2/1P3P2/1BP2P1P/2KR2R1 b - - 1 24,f4e2,19,-67
2r3k1/p4pp1/6np/2PQ4/8/1P2P3/P3qPPP/2KR4 w - - 0 26,d5f5,13,-222
2kr4/1bpp1rb1/1p3q2/3Pp2p/1P2P1pN/6PP/R4P2/1R3BKQ b - - 1 24,c8b8,16,+182
5rk1/pppq3p/1n4b1/5p2/3B4/1NNP1B2/PPP4r/1K1R1R2 b - - 2 21,c7c6,13,-317
nrkbq2r/pp5p/2p1ppbQ/8/3P4/1N2N3/PPP2PPP/2KR2BR b kq - 4 11,b7b6,16,+172
1r2b1k1/3pppp1/2p3n1/6n1/2PP4/2B2PP1/4PKP1/R2N2R1 w - - 1 14,d1e3,1,+5182
r1b2rk1/pn2pp1p/3p2pq/3PN3/2PB1b2/3B3P/P5R1/R2K1Q2 w Q - 0 20,e5c6,13,-491
1N1r2k1/2Q3pp/1nP1pp2/8/3P4/4P1P1/2qBKP1P/7R b - - 9 29,c2c4,10,+477
n7/4r1pk/bp1R1p2/1qp5/4p3/4B2Q/PP2NPPP/5KR1 b K - 1 21,h7g8,10,+1022
b1krq1r1/ppp2p1p/4n1p1/3n4/2N5/1PR3P1/P2Q1P1P/5RKB w - - 0 13,h1d5,16,-180
rkr2bbq/pppppppp/2nn4/8/5P2/6P1/PPPPP2P/RKRNNBBQ w KQkq - 1 3,a2a4,19,+69
6k1/1Q5p/4p1p1/P7/b3pP2/2p1P1P1/q3RK1P/2Br4 b - - 1 28,a2b3,19,+4
bbrnqnkr/p3pppp/8/1p1p4/2pP4/4P1N1/PPP2PPP/BBRNQRK1 w kq - 0 5,b2b3,16,-115
3rr1k1/p4pp1/1pp1b1p1/8/3P4/1NP3P1/PP3KP1/4RR2 w - - 2 18,b3d2,19,-30
n2r1k1r/pp2pppp/2pb1n2/8/1B1PP3/1P3P1q/P1N1KP1P/1BQR3R w kq - 2 11,b4d6,19,+52
nqbbrknr/ppp1p1pp/5p2/3p4/1P6/8/PBPPPPPP/NQ1BRKNR w KQkq - 0 3,e2e4,19,+33
nrqknrbb/2ppp2p/1p4p1/p4p2/P2P1P2/1N4P1/1PP1P2P/1RQKNRBB b KQkq - 0 5,e8f6,19,-58
4R3/1p5P/p7/4n3/P3k3/K1P5/4p3/8 b - - 0 54,e2e1q,16,0
8/1r3pk1/2N1bn2/p5p1/1p1Pp3/8/P2B1KP1/2R5 b - - 1 42,e6a2,1,-2559
1k1rrq1b/p4p1p/bp3np1/3p2N1/1p6/1PN1P1PQ/2P2P1P/BK1RR2B w - - 0 16,c3a2,10,+644
4r2b/pp2k2p/2ppP3/5P2/2Pp2K1/3P4/PP6/4R3 w - - 1 28,e1h1,10,-428
8/3p2p1/1p1k1pp1/r2p4/5P2/P2R1KPP/5P2/8 b - - 2 29,d6c5,13,-371
1r1r2k1/p1p2ppp/5bn1/4p3/Q7/4BN2/1P2qPPP/1RKB3R b KQ - 7 15,e2b5,10,+441
1r2krqn/pb1pp2p/1pp3p1/3n1p2/1b3P2/2PPP2B/PR2RQPP/N1B1K2N b kq - 0 12,b4c3,1,-2690
2kr3r/1qp1p2p/p1b2pp1/Pp1p1Pn1/1PnP2P1/2Q1P1N1/2P4P/R1KN2RB w KQ - 1 15,d1b2,19,-16
1br5/4nkn1/1p1p1pp1/7p/4PN1P/5N2/P4PP1/B2R2K1 w - - 0 22,f4e2,19,+20
bq2rrk1/p1p2ppp/1p3n1b/5nN1/1P1Q3P/4PP2/P1BP4/B1N1RK1R w KQ - 3 14,c2f5,10,+663
1k4r1/1ppb1ppp/1n6/3pp3/8/1N1P1qb1/PPPR1N2/1K2Q3 w - - 0 17,e1e2,1,-8857
brnkr1qn/pppp1pb1/6p1/4p2p/2B1P3/1P4N1/P1PPNPPP/BR1KR1Q1 b KQkq - 1 5,b7b5,19,-2
r2q1rkb/pp1n3p/2n1b1p1/4pp2/Q2pP3/N2P1PP1/PP1B3P/1KR2NRB b - - 1 12,f5e4,13,-390
8/1kB2Q2/2b1K3/4P2P/2q1p1P1/8/P7/8 w - - 0 59,e6f6,19,+46
rk2r1b1/ppqp3p/2p2pp1/4p1b1/2P1P3/QB2Nn2/PP1P3P/RK1R4 w Qkq - 0 17,c4c5,1,-6011
1q3rk1/6pp/B3bpn1/P1pP1N2/1p1n4/4NP2/1QP3PP/R1K1R3 b KQ - 0 18,e6f5,10,+482
2qrn3/pk1r1bpp/1p3p2/1Ppp1N2/P3P3/2P2PB1/4Q1PP/R4RK1 w - - 3 20,a4a5,10,+435
8/4k2p/5p2/2BP4/p1P5/6P1/PP3PP1/6K1 b - - 0 27,e7d7,1,+11302
3r2k1/2q3pp/p4n2/1pn1p3/4P3/4NPP1/PB4KP/1Q1R4 w - - 2 22,d1d8,16,+107
b2nr1k1/p5p1/1p1p2p1/2pP1p2/2Pb2q1/1PN4R/P1BQ1PP1/B5K1 w - - 0 19,c2d1,10,+1196
2r1krn1/p2ppp1p/1p2n1p1/2p5/4R3/1PBP1P2/P1PK1P1q/1QR4B b kq - 1 11,d7d5,1,-1870
r1krb1qb/pppn1p1p/2n1p3/3p2P1/8/2B1PNP1/PPP4P/RNKR2QB b KQkq - 4 8,a7a5,16,-178
rq1k2r1/ppppbbpp/5pn1/5n2/4P3/2PB2N1/PP3PPP/RQ1KB1R1 w KQkq - 0 9,g3f5,19,-54
brk5/ppp4p/8/8/2PN4/2P2PP1/q2P3P/B1RK4 b q - 1 20,b7b5,1,-8657
rknb1qbr/ppppp1pp/5n2/4Np2/5P2/8/PPPPP1PP/RKNB1QBR b KQkq - 3 3,d7d6,19,-56
5r1k/p6p/b1p3p1/8/2P1n3/6N1/P1R3PP/3R2K1 b - - 11 33,e4c5,1,+3397
brnqknrb/p3pppp/3p4/1pp5/3PP3/1P6/P1PN1PPP/BRNQK1RB b KQkq - 0 4,c5d4,19,-74
r1k1b1r1/2p2p1p/pq3p2/3Q4/3P4/2P5/PP3PPP/1K1R2RN b kq - 0 17,a8b8,13,+334
