Position,Move,Depth,Score
2kr2rb/pq1n1p1p/1p1pp1p1/8/P2P2P1/2PNB3/1PK2P1P/R4Q1R b - - 0 13,a7a5,50,+32
2k1r3/2prp2p/1pQ3p1/p7/5qn1/2N2N2/PPP2PPP/1K5B b - - 0 16,d7d8,30,-366
bb2q1k1/p4p1p/1p3Pp1/2p1p1Q1/2p1P3/1PP5/P5PP/BB3K2 w - - 1 19,g5h6,40,-184
8/p4p1p/8/PP2kp2/8/5BbP/2K5/8 b - - 0 47,e5f6,50,0
br2r1k1/p1p1nppp/1p1p1n2/4p1Q1/4P1q1/BP1P1N2/P1P2PPP/1R1B1KR1 w KQ - 2 11,g5g4,50,+11
2rkr3/p3p3/4n1pp/3q1p2/5P1b/2P3nP/1P1PP3/1RBKR1Q1 w KQk - 4 22,d2d3,20,-646
brnb1kqr/pppppppp/5n2/8/8/1P6/P1PPPPPP/BRNBNKQR w KQkq - 1 2,f2f3,50,+86
1k1rrnb1/pp1n3p/5bp1/3p1p2/qP1Pp3/N3P1P1/PQ1N1PBP/1KR1R1B1 w - - 1 16,b2b3,40,-131
8/p7/1p1pkp2/4p1r1/1PP1P2N/P2P1KP1/8/8 w - - 0 39,b4b5,50,-27
br1bkqr1/pppp3p/3Bp1p1/8/8/1P1Q1BN1/P1PPNPPP/1R2K1R1 b KQkq - 0 9,f8d6,20,+475
rb3rk1/pp3np1/2p2p2/8/P5q1/8/1P1PPB2/R1Q1KR1N b KQ - 0 15,f8e8,30,-311
bq2rknr/pppp2pp/1n1b1p2/8/1P2P1N1/PN4P1/2PP1P1P/BQ1BRK1R b KQkq - 0 8,h7h5,30,+239
r1q2rk1/p2ppppb/1p5p/nNbN4/2n1P3/P4P2/BPP1Q1PP/1K1R2BR w - - 15 15,a2c4,20,+416
nrbbkrqn/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/NRBBKRQN w KQkq - 0 2,f2f4,50,+83
2krrnbq/Nppp2b1/p1n1p3/8/4NP1p/3B4/PPPP2PP/2KRR1BQ b - - 1 12,c6a7,50,-153
n1br3r/p1pppkbp/1q4p1/1p2N3/1P2P1n1/B7/P1PP1P1P/3R1BKR b KQ - 1 10,g7e5,20,-1073
qb1r1rk1/p1p1pbpp/1p1n1pn1/3p4/1P1P4/1N2NP2/P1P1PBPP/QB1R1RK1 w - - 1 8,c2c3,50,-35
1bqr1k1r/p4ppb/1p1n1n2/2p4p/8/B1P2P2/PPN3PP/1BQRNRK1 w kq - 2 12,c2e3,50,-122
7r/p3ppk1/3p2p1/2n5/5P2/Pb4N1/4P1P1/1B1R2K1 w - - 0 24,d1c1,30,-261
2rkqb1r/p1ppn1pb/1pn1p2p/8/4PP2/5NP1/PPP1Q1BP/BNR2RK1 w kq - 1 10,c1d1,30,+312
rk1bbrq1/pppp1ppp/1n6/4nP2/4P3/8/PPPP3P/RKNBBRQN w KQkq - 1 6,a2a4,40,+139
1n1nrbkr/p1pq1ppp/1p6/3b4/3Pp3/1PN1P3/P4PPP/B1QNRBKR w KQkq - 0 7,c3d5,30,+259
1nrkbbrq/pp2pp1p/1np3p1/3p4/3P4/1NB3P1/PPP1PPBP/1NRK2RQ b KQkq - 1 5,b6a4,50,-67
5rk1/pp3pp1/1q4rp/4p3/Q7/2P2PK1/PP4R1/6R1 w - - 5 36,g3h2,30,-448
1k1r3r/pp1q1p2/2pP1n1p/3n2p1/8/1P4P1/P2BPPBP/NRQ2RK1 b - - 0 17,h8e8,20,+451
2r2r1q/pppp1k2/2nnpb2/5p2/3P1Ppp/1P2P1PP/1PP2BB1/1R1NKR1Q w K - 0 15,g3h4,40,-123
rkrq4/ppp1bppp/2b1pnn1/8/3PP3/3B1N2/PPPB1NPP/RKRQ4 b KQkq - 7 8,e6e5,50,+83
1r1qb1k1/1pn3pp/1bp5/p2ppr2/P7/1NPP1B2/1P3PPP/1R1QBRK1 w - - 0 13,f3g4,50,-33
3b4/p1p5/4kp1p/1P6/4N1P1/1P6/P6P/4K1R1 w K - 1 28,e1e2,20,+603
qbrknnbr/p1ppp1pp/1p3p2/8/3P4/1P3P2/P1P1P1PP/QBRKNNBR b KQkq - 0 3,d7d5,50,+24
1rbnkbrq/pppppppp/1n6/8/8/1NN5/PPPPPPPP/1RB1KBRQ b KQkq - 3 2,d7d6,50,-15
r2qkrbb/pppppppp/2Nn4/8/8/8/PPPPPPPP/RN1QKRBB b KQkq - 0 3,d7c6,50,-27
rk1r4/1p4bp/2pp2p1/1q1Bp3/p2nP1Q1/P1BP4/1PP2PPP/2KRR3 w - - 0 20,g4h4,30,+235
1rk1q2r/1ppp2pp/2n5/p3p3/P1B2P2/bP4P1/2PP3P/NR1KQ1Bb b kq - 2 11,h1f3,20,-554
1brk3r/pqppn1pp/1p1n1p2/4p3/PP5P/4NN2/Q1PPPPPB/2RK3R w KQkq - 1 9,c2c4,50,-7
rkq1nr1n/pppp1bpp/5b2/5p2/2PP4/5N1P/PP3PP1/RKQB1RBN b KQkq - 0 6,f5f4,40,-107
5bk1/p3n1pp/4Pp2/8/3Q4/7P/6PK/B4q2 w - - 0 31,d4a7,20,-492
nrkr1nbb/p3q2p/2pp1pp1/4p3/4P3/1N1R2P1/PPP2PBP/2KRQNB1 w kq - 2 10,b3a5,30,+368
b3k3/ppp2p2/1b1n2p1/7p/4PP2/1P4PK/P1P4P/5R1B w - - 1 22,f1b1,50,+13
b1r1k1r1/p2p1pq1/npp1p3/4P2n/1PPP3p/P6N/2Q2PP1/1N1R1R1K w kq - 3 21,f2f3,30,-444
qr2r1k1/2b1pbpN/2p4p/p7/P2PBP2/2Q1P3/7P/2K2RBR b - - 0 21,b8b3,20,-416
b3r1rb/kp4pp/2n5/3Bpp2/P1Np4/1PP3P1/4PP1P/BRK1Q1R1 w KQ - 0 15,d5c6,20,+820
qr1n2kr/1p2pbb1/5p1p/p2B1p1P/2p2P2/P1P2NP1/1P1PPB2/QR4KR w KQkq - 3 15,d5f7,30,+288
bqrnkb1r/p1pppppp/1p3n2/8/3P4/2PB1P2/PP4PP/BQRNK1NR b KQkq - 2 5,c7c5,30,-253
1rknn1rq/p1ppppbp/1p4p1/8/5P2/6P1/PPPPP1QP/BRKNN1R1 w KQkq - 1 5,e2e4,50,0
brknn1rq/ppppbppp/4p3/8/8/1P4P1/P1PPPPBP/BRKNN1RQ b KQkq - 2 3,d8c6,50,+54
n1kr2r1/ppp3p1/4qbp1/2Npp3/b7/2PPB1N1/PP2QPPP/2K1R1R1 b - - 8 13,e6e8,50,+60
rn1bbqkr/ppp1pppp/1n6/3p4/3PP3/8/PPP2PPP/RNNBBQKR w KQkq - 0 3,e4d5,50,+58
1bbrqkr1/p2ppppp/1n4n1/8/8/1NP5/PP2PPPP/1BBRQKRN b KQkq - 0 5,b8h2,50,-47
qr5r/p4ppp/1p1k1bn1/8/1n1B2B1/1P2P3/P1P2PbP/Q1KR1N1R w - - 0 16,d4f6,20,+505
br1kqr2/p2pnp2/1p1np1pp/2p5/2PNP3/1P1P1N2/P4PPP/R2KQR1B w Kkq - 0 9,d4e2,50,-51
2r2r1k/p4ppp/1pb5/2p1bN2/2P1PnQ1/1P6/P4PPP/1R3RK1 b - - 1 17,c8c7,30,+315
2r1kq1r/pbpp2pp/1pnb1pn1/3Np3/2P5/1P1PPBN1/P4PPP/BR2KQ1R w Kkq - 7 11,f1e2,40,+140
rkq2rbb/1nnp1p1p/1p2p1p1/p1p5/P1P1PPP1/1PNN4/3P3P/RKQ2RBB b KQkq - 0 8,d7d6,40,+209
bb2r3/2p3kp/pp2pR2/4Pp2/8/1PP2R1P/P2P2P1/1B4K1 b - - 1 22,a8f3,50,+5
8/kpp5/1p3p2/5B2/5bPp/3Q3P/P1P4q/3K4 w - - 12 38,d3a3,50,0
1k6/2p2n1B/1p6/1p1b4/8/PN2pPP1/2P1P3/4K3 b - - 0 36,c7c5,30,+321
7r/5p2/2bkp1p1/1p1p4/pPpP3r/P1P1R1N1/2B1KPP1/4R3 b - - 3 34,f7f5,30,+258
1k6/1p5p/1np3p1/2N3P1/3N1r1P/2Pb4/PP1P4/2K1R3 w - - 0 28,e1e8,20,+521
5rk1/p2r2pp/1pq2p2/2p1n3/2P5/PPQ1PP2/2N2BPP/5RK1 w - - 5 23,e3e4,30,-338
nbbrkqrn/pppp1ppp/8/1Q2p3/4P3/8/PPPP1PPP/NBBRK1RN b KQkq - 1 2,h8g6,50,-73
1k5r/p4q2/1pn2p2/2p2P1p/2PpP2Q/P2r1Rb1/6P1/B3R1K1 b - - 3 28,g3h4,20,-908
rk1nbnr1/pp1ppp1p/5b2/4q1p1/1P6/4N3/P1PQPPPP/RK2BNRB w KQkq - 1 6,c2c3,50,-51
3rknrb/p6p/1p4p1/3pN3/8/1P2Q1P1/qBP1P2P/2KR2R1 b k - 1 17,f8e6,30,+433
q1rk1rbb/pp2p2p/6p1/2p1Pp2/P1Pp2n1/1P1P2P1/3NP2P/Q1RK1RBB b KQkq - 0 10,a7a5,40,-111
1k3qb1/2pp3r/1p3p2/3PpP2/1b2P1p1/1R3nN1/1QP2P1P/K5BN b - - 1 20,b4c5,30,-389
b1rkqbr1/p1pp2pp/1p3pn1/3Pp3/3nP3/1PN3N1/P1P2PPP/B1KRQBR1 b kq - 2 7,f8b4,40,+162
2kr1rnb/pppq4/2n2pp1/3pp2p/1P1P2b1/2P1BNP1/P2NPPBP/R2QKR2 w KQ - 0 10,d2b3,50,+9
qnrbbrk1/ppnppppp/8/2pP4/8/1P2P3/P1P2PPP/QNRBBNKR w KQ - 1 5,c2c4,30,+208
1r4br/pp4pp/1q3pk1/1B2p3/1B2P3/P1N2P2/1P1N2PP/1R3R1K b - - 8 19,a7a5,30,-236
1r3rk1/5ppp/3bp3/8/q7/2P3P1/5PBP/1RQ2RK1 b - - 2 21,d6e7,50,-11
r1kb2qr/pppp2Np/2n1bpn1/4p2B/4P3/2N5/PPPP1PPP/R1K1Q1BR w KQkq - 1 7,g7e6,40,+149
8/2b2p2/2P2kp1/3R3p/P1N5/8/5PPP/6K1 w - - 3 37,h2h4,20,+878
rnnqkrbb/ppp1pp1p/6p1/3p4/3P4/1N4P1/PPP1PP1P/RN1QKRBB b KQkq - 1 3,a7a5,50,-16
2b2r1k/bpn5/p1p3p1/2N1p3/2P1P3/2PNB3/P5PK/1B2R3 b - - 1 23,a7b8,20,+462
q4krn/p4ppp/1p6/1P6/2n5/P4Q2/1B2R2P/1N1B1RK1 b k - 0 20,a8f3,20,+578
5k1r/5pp1/7p/p3Pb1P/P1pp1P2/2n2q2/1NP2P2/1B2QRK1 w k - 1 25,g1h2,20,-1057
nr3rk1/pp1bqppp/2p2n2/3pp3/2P1P3/1N1PbPB1/PPB1N1PP/1RK2Q1R w KQ - 10 10,b3d2,30,-285
brkrn2b/p3p2p/1p1q1ppn/2pp4/3P4/1P1NPN2/PBP2PP1/1RK1RQ1B w Qkq - 0 10,g2g3,50,+20
2rk4/Q1pppb1p/1p4p1/5r2/2n2P2/1NB3P1/2P4P/3K1R1B w Kq - 0 15,d1c1,20,+546
rbbnkrnq/pp1pp2p/2p2pp1/8/1P2P3/8/PBPP1PPP/RB1NKRNQ w KQkq - 0 4,f2f4,50,+34
r2qnrk1/p1p2b1p/1p1n1bp1/2NpP3/8/2P4P/PPB1PNPB/RQ3K1R b KQ - 0 13,d6c4,30,-317
7r/2Q1pqkp/3b1pp1/3b4/5PB1/4P3/1PPP1N1P/R1K3R1 b Q - 0 25,d6c7,30,-423
r3k2r/p1pq1bpp/2pp1b2/5P2/8/3N4/PPP2BPP/R1QBK2R w KQkq - 0 16,c1e3,20,+434
bbqr1krn/p1pppppp/1p3n2/2P5/1P6/8/P2PPPPP/BBQRNKRN b KQkq - 0 3,h8g6,50,+59
8/2k2p2/2p3b1/8/3P4/r1P2B2/1P4PP/K3R3 w - - 0 33,b2a3,20,+659
nbbr1rk1/pppppqpp/8/8/2P1Q3/1N3N2/PP1P1PPP/2BR1K1R w KQ - 3 7,d2d4,40,-201
bbr2rkq/p2p1ppp/1pp1n1n1/4pN2/2P1P3/1P4P1/P2P1P1P/BBRN1RKQ b - - 2 7,c8e8,40,+101
k1r4b/4qp1p/np2p1p1/p2p2P1/Q1NP4/PP4R1/4PP1P/2KR4 w - - 1 21,a4b5,50,-44
rbkr4/ppp2pp1/2b1p1p1/3pP2P/3P3q/2P2P2/PP1BN2P/R1KR1Q1N b KQkq - 0 10,h4h5,30,+357
3k2r1/Rp2b3/3pQn1n/2p1pP2/2P5/3P4/1PqN1PPP/5RK1 b - - 0 24,h6f5,20,+541
rb2knbr/pppp1ppp/8/8/2n5/3NN3/PPPPQPqP/RB2K1BR w KQkq - 0 7,e3g2,20,+583
r1qn1rbb/ppp2k1p/2n1p1p1/3p1p2/5P2/2NN2P1/PPPPPB1P/R1Q1KR1B w KQ - 2 7,c1d1,50,+56
nq1r1bkr/ppp1ppp1/3p3p/5b2/3Pn2P/2P5/PP2PPPB/NQ1RNBKR w KQkq - 1 6,g2g4,40,+137
r1q3kr/pp1bnpbp/5np1/1N1pN3/4P1P1/2PBB2P/PP3P2/R2Q2KR b KQkq - 0 14,d7e6,50,0
2k1r1q1/ppp3p1/3r4/1P2pPPp/3pP1nP/1P1Q1N2/2P5/2K1RR2 b - - 0 27,c7c6,50,0
2k1r2r/ppq1bp2/8/2p4p/4Q1p1/4B1P1/PPPP3P/2KRR3 w - - 5 22,e1f1,30,+221
1nrqbbkr/pp3ppp/1np1p3/8/2BP4/2N5/PPP2PPP/N1RQBRK1 w kq - 1 7,c4e2,50,+32
1R6/3q1kp1/b2p4/2pP4/2P1Pn2/N2n1PP1/1PQ5/1K5R b - - 0 33,f4h3,20,+592
q3rkr1/p1b2ppp/1pp5/4N3/4Pn2/1P4N1/PBnR1PPP/Q4RK1 w kq - 0 16,e5d7,20,+605
2kr3r/pp1qn1pp/1n1bb3/2p1p3/3pP3/1PPP2P1/PBN1N1BP/2KRQR2 w - - 2 14,e2g1,40,-161
6k1/1p5p/2p2b2/4pP2/Q7/P7/1PP1qBKP/8 b - - 4 35,g8g7,50,0
qr1bkr1n/1pp1pb1p/2np1pp1/8/p1PPP3/1P2BPN1/P3B1PP/QNR1KR2 w KQk - 0 9,b1c3,30,+260
rb1kq1r1/1b1p3p/4pp2/2p1n1p1/2P1P3/1P2NPP1/1BB1Q2P/2KR2R1 w kq - 1 16,f3f4,50,+8
3k3r/2p3pp/p1Bp1p2/P2rpb2/1P6/3NBP2/1PK4q/3R1QR1 w - - 0 23,c2c1,20,+529
brnqkb1r/pp1ppppp/5n2/2p5/2P5/1P3N2/P2PPPPP/BRNQKB1R b KQkq - 2 3,e7e6,50,+3
3r2bb/p1kq2pp/2p1p3/1N2Pp2/1nP2P2/5QP1/P6P/R2R2KB b - - 1 21,c7c8,20,+689
6k1/p3n2p/1b4b1/1n3p2/3p4/1N1P1P2/PPP1NKPP/3B4 b - - 1 24,g6f7,30,-204
rbbknrnq/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RBBKNR1Q w KQkq - 0 3,c2c3,50,+59
4b2k/pp2p2p/1np3Q1/8/2P2p2/1P5P/P1B1PPP1/4R1KR b K - 0 22,e8g6,20,+616
3r1rk1/pp5p/4B1p1/2Ppq3/8/1P4P1/P4Q1P/3R1RK1 b - - 1 26,e5e6,50,0
br1kr3/p2pnpqp/1pp1pnp1/8/3PP3/1P1N2P1/P1P1NPBP/2KRR2Q b kq - 3 9,d7d5,40,+133
1b1r1rk1/pb5p/1p6/5BP1/3p4/1P4PK/PB1R1P1P/4R3 b - - 0 24,f8f5,40,-224
rkbrn1q1/pp1ppp1p/4n3/2P3p1/3b3P/3N4/PPP1PPP1/RKBR1NQB w KQkq - 1 5,g2g4,30,+264
bnrkrnqb/Qppp1ppp/8/4p3/5P2/8/PPPPP1PP/BNRKRN1B b KQkq - 0 2,b8c6,50,+14
2rk2r1/pqppppbp/4np2/8/1PR5/4NPP1/P2PP2P/1Q1KN2R w kq - 1 9,e1d3,40,+163
rqk1b2r/pp1pbppp/2n1pn2/2p5/4PP2/3P1NP1/PPP4P/RQKNBB1R w KQkq - 1 6,f1g2,50,+13
rn1bnkqr/p1pppppp/bp6/8/3PP3/8/PPP2PPP/RNBBNKQR w KQkq - 1 3,e1d3,50,+21
2krrbbn/pp1pq1pp/1np2p2/1B6/3QP3/1N3P2/PPP3PP/2KRR1BN w - - 0 8,b5f1,50,0
1rk1qnbb/ppp2p1p/1n1p2p1/8/4r3/1N4P1/PPPP2NP/1RKQR1BB w KQq - 0 8,g2e3,40,-113
1br2rk1/p2pp1pp/2qn1p2/8/2b5/Q1P2P2/4P1PP/1BR2KBR w KQ - 0 14,h2h4,20,-557
brkrq2b/p1pp1p1p/1pn3p1/3Np3/2PnP3/1P2Q1P1/P2PNP1P/BRKR3B b KQkq - 8 8,e8f8,50,-14
1brkrq2/p3p1pp/1pp5/3nNp2/3PnP2/1P2P3/P3Q1PP/BR3RKN w kq - 0 12,h1g3,50,0
rk2r1bb/pppq3p/2npn1p1/3Npp2/PP2P3/2P3P1/3P1P1P/RKQ1RNBB w KQkq - 0 8,f2f3,50,-44
qrkb1r2/p1pb1ppp/1p1p1nn1/4p3/1PP5/5PP1/P1BPP2P/QRK1BRNN w KQkq - 1 7,e2e4,50,-55
8/3k4/6p1/2b2pp1/2P5/6P1/P1B1r1K1/8 w - - 2 42,g2f1,17,#-17
rnk4r/p5p1/2pn2b1/1q2Bpb1/N3PP1P/3P3Q/1P4B1/R1KN2R1 b KQq - 0 18,b5e5,50,+2
rkbbnrnq/pppppp1p/6p1/8/4P3/2P5/PP1P1PPP/RKBBNRNQ b KQkq - 0 2,a7a5,50,-25
2k2r2/ppbq1P1N/2p5/4p3/3p4/P2P4/BPPK4/R5R1 b - - 2 26,f8f7,30,-287
nrqbbnkr/pppp1ppp/8/4p3/4P3/1N6/PPPP1PPP/1RQBBNKR b KQkq - 1 2,c7c5,50,-10
3r1rk1/p1p1b1pp/1p2bp2/3Np3/2P1qn2/1P3N2/PQ3BPP/3R1R1K b - - 1 18,f4d5,20,-458
qr1krnbb/pppppp1p/1n4p1/8/5P2/6P1/PPPPP2P/QRNKRNBB w KQkq - 0 3,a2a4,40,+163
r1kr1n1q/pp1b3p/2pb2p1/3p4/3Pp2P/1PP1N1P1/P1B1P3/RK1RB2Q w kq - 1 14,c3c4,50,0
r1kq1rbb/ppp2p1p/2nnp1p1/8/3PP3/2N2N2/PPP1Q1PP/R1K2RBB b KQkq - 3 7,e6e5,50,0
qnrkrbb1/pppppppp/6n1/8/8/6N1/PPPPPPPP/QNRKRBB1 w KQkq - 2 2,f2f3,50,+22
8/p4r1k/1p4p1/2p4p/2P1n2P/1P2q1P1/P5RK/Q7 w - - 14 38,a1e5,20,-522
r1bqk1rn/ppp2ppp/2np4/2b1p3/2B1P3/3P2N1/PPP2PPP/RNBQ1RK1 b kq - 0 5,h8g6,50,+87
8/kp3p1p/p1b3p1/8/2Nqn1P1/1P1P4/P1P2P1P/RKQr4 b Q - 1 26,d1c1,1,#-2
5rkr/5pp1/4pb1p/pqp5/1ppnB3/4BP2/1P3PKP/2QR2R1 w kq - 0 22,h2h4,30,-446
4rrkb/2pp3p/1pnn2p1/p3pq1P/8/1PNN1PP1/P1PP4/B1K1RQ1R b - - 0 12,g6g5,40,-161
qr1bk1r1/pbpp1ppp/1p2n1n1/8/2PQ4/1P2N3/P3PPPP/1RBB1RKN w kq - 1 7,d4d2,40,+106
b1r2r2/p4Nk1/1p6/2pPP1Nn/4B3/6P1/P6P/2R2RK1 w - c6 0 28,g5e6,20,+1201
1q2rkrb/1p2pp1p/p1ppb1p1/n7/4QP2/3PN3/1PP1PP1P/3NRKRB b KQkq - 1 13,b7b5,30,-227
8/R2pk3/2p3p1/2Pb1pK1/B7/8/4n3/8 b - - 9 50,e2d4,30,-420
6k1/p4p1p/1p1R2p1/8/2P1n3/1P2K1P1/P6P/8 b - - 2 28,e4d6,20,-464
rk1n2rq/ppp1bppp/1nb1p3/3pP3/8/1PPPNP2/PB4PP/RKN2BRQ b KQkq - 0 9,a7a5,40,-143
q1nrkbbr/ppp2ppp/2n5/3pp3/4P3/1N3P2/PPPP2PP/QN1RKBBR w KQkq - 0 4,e4d5,50,+29
1q2rrk1/p1bb2p1/1npn4/5pN1/3N4/2P1P1B1/PP1P2PP/1Q3RKR b KQ - 1 16,b6c4,30,-251
r2Qnkr1/pp2pp1p/2p5/6B1/6R1/8/PPP1PP1b/RB1NNK2 w Qkq - 0 8,g5e7,1,#+1
r2k3r/ppbqpbpp/2pn1pn1/8/3P4/2PB1PN1/PPN2BPP/R1Q2RK1 b kq - 5 10,d8e8,50,+42
1rk3r1/1b4p1/8/1pbn3p/3p4/1P1NpPP1/P1P3BP/1K2RNR1 w kq - 2 27,d3c5,30,+412
1rnkqrbb/pppppppp/1n6/8/8/6P1/PPPPPP1P/NRNKQRBB w KQkq - 1 2,f2f4,50,+42
r2krb2/p1p2npp/4b3/4p2P/q2PP3/6B1/P2NKN2/R3RB2 b kq - 2 23,e5d4,20,-537
2n1k1rb/p3pp1p/1pq3p1/2pN4/2Pr4/1P1N2P1/P2P1P1P/1Q1R1RK1 b k - 3 11,e7e6,40,-116
rqnk1nrb/ppp1pppp/8/1b1P1Q2/8/8/PP1PPPPP/R1NKBNRB b KQkq - 2 3,c8d6,40,+175
1r1kr3/3pp2p/1p4p1/p1pP4/P4P2/4R1P1/1PP4P/2K1R3 w - - 2 20,c2c4,30,+246
nrk1bqrb/1pp2ppp/p3p3/3p1n2/8/1NN1P1PB/PPP2P1P/1RK1BQR1 b KQkq - 1 7,g7g6,40,-216
r1nqkrbb/ppp2p1p/2n1p1p1/3p4/1P1P4/1NP3P1/P3PP1P/RN1QKRBB b KQkq - 1 5,c8d6,50,-2
2kr3q/1b1p1Rbp/1pp1r1p1/8/1BP1B3/1P1PP1P1/P6P/2R3KQ b - - 2 21,g7h6,30,+201
2kr1r2/pp1nq2p/1npp4/5R2/3QP1P1/1PN5/1PP1B2P/2KR4 b - - 0 21,c8c7,40,+198
2r2r2/ppp2bqk/1n1p1b1p/3P1p2/5P2/5NP1/P3RB1P/3BR1QK w - - 2 24,g1g2,50,-44
5rk1/ppp5/1n4p1/1n1b1p2/3b4/1N2p1PB/P4PK1/2RR4 w - - 0 28,g2h2,20,-511
8/1p2k2p/1pR3p1/5p2/3P1b2/1PP5/PK5P/8 b - - 0 28,b7c6,20,-494
2kr4/pp4Q1/6p1/1bpp2P1/4p3/8/P2PK2P/q4R1B w - - 1 28,d2d3,19,#-21
nrbk1qnb/pppp1ppp/8/4r3/8/8/PPPPP1PP/NRBKRQNB w KQq - 0 3,f1f2,50,+69
1k2b2q/1pnpP2p/2p2pr1/6p1/1PB1P3/b1P3P1/n1KP3P/NR1N2RQ b - - 0 14,g6g7,30,+426
6k1/1q5p/pn1p1rp1/1p1Pp3/1Pp3Q1/2P1bnP1/PBR3KP/3R4 w - - 0 31,g2h1,20,-581
8/6kp/ppp3p1/3p4/8/1P3P2/P6P/1b4K1 w - - 1 44,a2a3,20,-596
6r1/pk3n1p/3q4/QP1bp1p1/4Pp2/3P4/2P3PP/R1K1R3 w Q - 0 24,a5a7,20,+680
2k1r3/QB5p/1B1n2p1/8/2q2b2/8/P6P/1K1R4 b - - 0 24,d6b7,30,-325
bnr1q1kr/p1ppbppp/1p2p1n1/8/3PP3/2N2BN1/PPP2PPP/B1R1Q1KR b KQkq - 4 5,g6h4,50,-55
nrkr3q/p1p1ppbp/1pb3p1/3p4/3Pn3/1N2BNP1/PPP1PPBP/1RKR3Q w KQkq - 2 8,f3g5,50,+32
1k6/1p6/p1p5/P1P1bp1p/1P1rp1pP/6P1/4K2B/3R4 w - - 0 39,d1b1,20,-524
8/6k1/7p/6p1/4Q1P1/5P1K/q6P/8 b - - 20 55,a2f2,50,+1
rbkqbn1r/pp1ppppp/5n2/2p5/3P1P2/8/PPP1P1PP/RBKQBNNR w KQkq - 0 3,g2g3,50,-42
r2qkr1b/pppp3p/1nn1p1p1/4p3/3P1P2/2Pb2P1/PP1NN2P/R2QKRBB w KQkq - 0 9,f4e5,40,+120
2r3k1/p2p2pp/4p3/q2bnpQ1/1p1P4/1P4P1/r4PP1/3RRBK1 w - - 0 22,d4e5,30,-364
2Q5/4k2p/4B1p1/p7/1N1p4/8/4P2K/8 w - - 0 42,b4d5,11,#+6
2n3k1/pbb2ppp/1p3n2/2q1pN2/4P3/1P3PPN/P2Q2KP/BB6 w - - 3 18,f5g7,30,+220
1k1r2rq/ppb1pp2/2bp3p/8/3n1P2/2P3B1/PPB2Q1P/1K1R1R2 w - - 0 19,f2d4,40,-134
nrbknbqr/Qppp1ppp/8/4p3/8/5P2/PPPPP1PP/NRBKNB1R b KQkq - 0 2,a8b6,30,+380
rqbnknrb/pppppp1p/6p1/8/6P1/8/PPPPPP1P/RQBNKNRB w KQkq - 0 2,c2c3,50,+28
2r1kr1q/ppppb1pp/1nn2p2/8/4P3/1P2BP2/1PP1B1PP/1NR1KR1Q b KQkq - 0 8,f6f5,50,+15
5rk1/pr2pp2/1p1n1np1/2p1N3/2P3Pq/1PR4P/3P2Q1/5RK1 w - - 2 22,e5f3,30,-368
2kr1br1/p5pp/npp2pn1/8/4P3/1N2B1N1/PP2KPPP/1R4R1 b - - 1 18,c6c5,50,0
8/R4p2/4pkp1/3p3p/3K1P1P/1r5P/8/8 b - - 8 41,b3h3,20,-601
rnbq1bkr/ppp3pp/3n1p2/8/4P3/8/PPP2PPP/RNBQNBKR w KQkq - 0 5,f1c4,20,+524
2kr1r1b/ppp1n2p/1n1p2p1/8/5N2/1P4P1/1PPP3P/2KR1RBB b - - 2 12,d8e8,50,+101
r2rbq2/pk3ppp/1p1p1nn1/2pPp3/P1P1P3/2B2NP1/1P3PP1/RBKR1Q2 b KQ - 0 10,a7a5,50,+45
1rkbbr1n/ppppp3/1n2q2p/4Ppp1/3P1P2/1N3B2/1PP2BPP/1RK2RQN w KQkq - 0 8,f2e3,50,-6
bqnnrbkr/pppp1ppp/4p3/8/3P4/3N4/PPP1PPPP/BQ1NRBKR b KQkq - 1 2,h7h5,50,+21
1k1qr1bb/1p2p3/1Bpn2p1/p2p3p/P4PN1/1N1P1QP1/1PP3BP/RK2R3 b KQk - 0 13,d8b6,20,+458
4r2r/ppp2k1p/7R/2P2R2/1P3BK1/4p1P1/P4q2/8 b - - 9 36,f7e7,20,-599
2krr3/1ppq2b1/p1np4/6p1/3p2P1/1PP3B1/1PN2PQ1/2K1R2R w - - 0 21,e1e8,30,-350
qb1nn1kr/p1ppp1pp/bp6/5r2/8/2PPN3/PP3PPP/QBB1NRKR b KQk - 1 5,f5f7,50,+11
bbrnqkr1/pp1ppppp/6n1/2p5/4P3/1P4N1/P1PP1PPP/BBRNQKR1 b KQkq - 0 3,b7b5,50,-40
brnk1rnb/p1ppp1pp/1p3p2/7q/1P1P4/8/P1P1PPP1/BRNKQRNB w KQkq - 0 5,g1f3,40,-137
rkq1b1rb/pppnp2p/3p1np1/3P4/4pP2/2B3PP/PPPN4/RKQN2RB w KQkq - 0 10,a2a4,50,-25
bb1rk2r/pp1pp1pp/1n5n/2p1P3/8/2P4P/PP1P2P1/BBNR1KNR b kq - 0 7,b6c4,30,-305
1b1rbkqr/pp1ppppp/1np5/8/2nPP3/1NP2P2/P5PP/1BNRBKQR b Kkq - 3 7,b8f4,40,-209
1rb5/1pp1k3/3p2q1/5R2/1P6/2P1NN2/P4Kr1/3R4 w - - 4 35,e3g2,20,-591
r1q2rk1/pp1bppbp/1np3P1/3p4/3nP3/2NPN1P1/PPPB2BP/R2Q1RK1 b - - 0 13,h7g6,50,+51
